transcripts	A	T/U	C	G	GC	total	GC%
YDL173W_mRNA	301	194	187	206	393	888	0.44256756756756754
YML075C_mRNA	923	980	620	642	1262	3165	0.39873617693522906
YNL323W_mRNA	418	331	218	278	496	1245	0.39839357429718875
YBR117C_mRNA	572	555	424	495	919	2046	0.44916911045943303
YDL045W-A_mRNA	100	73	60	55	115	288	0.3993055555555556
YBR289W_mRNA	957	609	632	520	1152	2718	0.423841059602649
YDR389W_mRNA	681	497	416	371	787	1965	0.40050890585241733
YPR186C_mRNA	479	331	228	252	480	1290	0.37209302325581395
YIL157C_mRNA	177	155	120	142	262	594	0.44107744107744107
YLR321C_mRNA	465	313	256	247	503	1281	0.39266198282591724
YPR157W_mRNA	399	394	275	336	611	1404	0.4351851851851852
YML090W_mRNA	116	153	49	69	118	387	0.3049095607235142
YPL093W_mRNA	642	513	362	427	789	1944	0.4058641975308642
YHR208W_mRNA	352	325	263	242	505	1182	0.4272419627749577
YOR072W-B_mRNA	33	64	33	32	65	162	0.4012345679012346
YMR130W_mRNA	310	265	163	171	334	909	0.36743674367436746
YDR105C_mRNA	384	467	254	317	571	1422	0.4015471167369902
YJL218W_mRNA	200	159	97	135	232	591	0.3925549915397631
YMR084W_mRNA	246	229	148	166	314	789	0.3979721166032953
YDL047W_mRNA	261	253	189	233	422	936	0.45085470085470086
YBR217W_mRNA	205	152	93	111	204	561	0.36363636363636365
YOL149W_mRNA	262	189	111	134	245	696	0.35201149425287354
YFR043C_mRNA	256	190	125	143	268	714	0.3753501400560224
YBL089W_mRNA	382	463	266	269	535	1380	0.38768115942028986
YOL134C_mRNA	103	133	92	62	154	390	0.39487179487179486
YMR105W-A_mRNA	58	65	32	40	72	195	0.36923076923076925
YAL015C_mRNA	394	285	235	286	521	1200	0.43416666666666665
YOL068C_mRNA	509	436	271	296	567	1512	0.375
YDL150W_mRNA	464	263	221	321	542	1269	0.42710795902285265
YER112W_mRNA	238	130	105	91	196	564	0.3475177304964539
YOR161W-A_mRNA	25	18	22	16	38	81	0.4691358024691358
YGR284C_mRNA	260	329	160	184	344	933	0.3687031082529475
YGR025W_mRNA	110	85	60	48	108	303	0.3564356435643564
YCR038C_mRNA	662	508	443	316	759	1929	0.39346811819595645
YMR214W_mRNA	350	271	209	304	513	1134	0.4523809523809524
YBR019C_mRNA	633	623	377	467	844	2100	0.40190476190476193
YLR318W_mRNA	927	831	460	437	897	2655	0.33785310734463275
YGL144C_mRNA	669	598	367	424	791	2058	0.3843537414965986
YLR344W_mRNA	118	104	77	85	162	384	0.421875
YPL082C_mRNA	1838	1584	1045	1137	2182	5604	0.38936473947180583
YER088W-B_mRNA	32	33	25	57	82	147	0.5578231292517006
YCL039W_mRNA	655	576	569	438	1007	2238	0.44995531724754245
YIL084C_mRNA	358	234	179	213	392	984	0.3983739837398374
YOR201C_mRNA	391	311	258	279	537	1239	0.43341404358353514
YEL032C-A_mRNA	31	58	36	37	73	162	0.4506172839506173
YGL228W_mRNA	594	443	310	387	697	1734	0.4019607843137255
YMR205C_mRNA	788	849	614	629	1243	2880	0.43159722222222224
YGL076C_mRNA	235	189	157	154	311	735	0.4231292517006803
YIR022W_mRNA	143	144	94	123	217	504	0.4305555555555556
YGL038C_mRNA	474	406	290	273	563	1443	0.39015939015939016
YMR182C_mRNA	204	145	182	105	287	636	0.45125786163522014
YER178W_mRNA	338	354	274	297	571	1263	0.45209817893903403
YOL080C_mRNA	330	209	150	181	331	870	0.38045977011494253
YBR171W_mRNA	221	176	91	133	224	621	0.3607085346215781
YAL047C_mRNA	720	466	351	332	683	1869	0.36543606206527557
YLR178C_mRNA	197	147	169	147	316	660	0.47878787878787876
YGL196W_mRNA	402	381	237	267	504	1287	0.3916083916083916
YIL016W_mRNA	172	113	74	121	195	480	0.40625
YJL183W_mRNA	387	381	232	269	501	1269	0.3947990543735225
YGL047W_mRNA	178	172	116	143	259	609	0.42528735632183906
YDL070W_mRNA	711	500	339	367	706	1917	0.368283776734481
YMR061W_mRNA	736	580	337	381	718	2034	0.3529990167158309
YKL002W_mRNA	248	162	110	179	289	699	0.413447782546495
YJL012C_mRNA	691	630	387	458	845	2166	0.39012003693444136
YHL029C_mRNA	630	579	468	363	831	2040	0.4073529411764706
YAL032C_mRNA	393	231	247	269	516	1140	0.45263157894736844
YJL099W_mRNA	769	618	411	443	854	2241	0.38107987505577867
YGL207W_mRNA	1073	880	518	637	1155	3108	0.3716216216216216
YDL183C_mRNA	353	253	184	173	357	963	0.3707165109034268
YGL151W_mRNA	1172	1039	616	572	1188	3399	0.34951456310679613
YLR341W_mRNA	514	430	238	252	490	1434	0.3417015341701534
YHR219C-A_mRNA	112	151	141	79	220	483	0.4554865424430642
YPL119C-A_mRNA	61	115	45	43	88	264	0.3333333333333333
YKL101W_mRNA	1612	1191	908	846	1754	4557	0.3849023480359886
YLR181C_mRNA	364	238	160	231	391	993	0.39375629405840884
YMR323W_mRNA	359	342	275	338	613	1314	0.4665144596651446
YCL021W-A_mRNA	111	111	83	73	156	378	0.4126984126984127
YHR168W_mRNA	498	399	288	372	660	1557	0.4238921001926782
YLR310C_mRNA	1634	1370	890	876	1766	4770	0.370230607966457
YOR246C_mRNA	269	273	204	247	451	993	0.45417925478348437
YDR431W_mRNA	91	109	62	50	112	312	0.358974358974359
YOR370C_mRNA	574	515	345	378	723	1812	0.3990066225165563
YOL031C_mRNA	444	341	240	241	481	1266	0.37993680884676145
YPR073C_mRNA	181	136	83	86	169	486	0.3477366255144033
YPR062W_mRNA	142	123	74	138	212	477	0.4444444444444444
YCR024C-B_mRNA	54	125	47	41	88	267	0.3295880149812734
YDR494W_mRNA	404	273	191	218	409	1086	0.3766114180478821
YBR065C_mRNA	395	292	192	216	408	1095	0.3726027397260274
YKR061W_mRNA	406	380	225	267	492	1278	0.38497652582159625
YNR043W_mRNA	356	320	263	252	515	1191	0.4324097397145256
YLR465C_mRNA	94	93	69	53	122	309	0.3948220064724919
YNR032W_mRNA	328	311	210	258	468	1107	0.42276422764227645
YDL058W_mRNA	2145	1305	856	1067	1923	5373	0.35790061418202124
YDL052C_mRNA	257	269	181	205	386	912	0.4232456140350877
YGR147C_mRNA	286	205	161	215	376	867	0.43367935409457903
YGL203C_mRNA	735	589	374	492	866	2190	0.3954337899543379
YHR097C_mRNA	401	217	245	238	483	1101	0.43869209809264303
YNL339C_mRNA	1636	1441	1131	1372	2503	5580	0.4485663082437276
YIL139C_mRNA	252	232	110	144	254	738	0.34417344173441733
YKR046C_mRNA	227	215	211	199	410	852	0.4812206572769953
YBL038W_mRNA	242	180	115	162	277	699	0.39628040057224606
YBL111C_mRNA	579	525	410	490	900	2004	0.4491017964071856
YMR203W_mRNA	324	356	253	231	484	1164	0.41580756013745707
YFR016C_mRNA	1496	742	616	848	1464	3702	0.39546191247974066
YOL125W_mRNA	472	370	258	331	589	1431	0.4116002795248078
YOR054C_mRNA	687	469	414	455	869	2025	0.4291358024691358
YDR462W_mRNA	144	95	101	104	205	444	0.4617117117117117
YNL287W_mRNA	889	891	512	516	1028	2808	0.3660968660968661
YER030W_mRNA	198	84	59	121	180	462	0.38961038961038963
YGR169C_mRNA	395	331	217	272	489	1215	0.4024691358024691
YNL052W_mRNA	131	123	90	118	208	462	0.45021645021645024
YLR251W_mRNA	172	193	103	126	229	594	0.38552188552188554
YOL002C_mRNA	264	336	152	202	354	954	0.3710691823899371
YNL301C_mRNA	162	148	121	130	251	561	0.4474153297682709
YCL040W_mRNA	387	370	358	388	746	1503	0.4963406520292748
YDR452W_mRNA	714	533	335	443	778	2025	0.38419753086419756
YIL010W_mRNA	222	171	109	146	255	648	0.39351851851851855
YMR285C_mRNA	529	420	258	341	599	1548	0.38695090439276486
YPL018W_mRNA	384	289	195	242	437	1110	0.39369369369369367
YBL102W_mRNA	151	207	142	148	290	648	0.44753086419753085
YGL134W_mRNA	437	356	226	283	509	1302	0.39093701996927804
YAL037C-B_mRNA	257	267	217	234	451	975	0.4625641025641026
YER092W_mRNA	144	86	64	84	148	378	0.3915343915343915
YCL042W_mRNA	108	66	111	75	186	360	0.5166666666666667
YDL048C_mRNA	457	356	408	252	660	1473	0.4480651731160896
YJL219W_mRNA	446	510	377	371	748	1704	0.43896713615023475
YLL057C_mRNA	371	348	255	265	520	1239	0.41969330104923325
YML031C-A_mRNA	97	97	73	69	142	336	0.4226190476190476
YAL064W_mRNA	89	91	55	50	105	285	0.3684210526315789
YNL250W_mRNA	1579	1009	606	745	1351	3939	0.34298045189134296
YLR155C_mRNA	290	316	239	244	483	1089	0.44352617079889806
YBR092C_mRNA	404	397	305	298	603	1404	0.42948717948717946
YOL026C_mRNA	87	82	77	96	173	342	0.5058479532163743
YPL262W_mRNA	426	398	315	328	643	1467	0.4383094751192911
YIL134W_mRNA	269	268	186	213	399	936	0.42628205128205127
YLR324W_mRNA	505	414	289	364	653	1572	0.4153944020356234
YOR172W_mRNA	777	686	413	485	898	2361	0.3803473104616688
YDR086C_mRNA	80	68	36	59	95	243	0.39094650205761317
YBR035C_mRNA	224	165	141	157	298	687	0.43377001455604075
YKL102C_mRNA	76	100	63	67	130	306	0.42483660130718953
YPL130W_mRNA	223	207	110	132	242	672	0.3601190476190476
YMR116C_mRNA	233	288	218	221	439	960	0.45729166666666665
YDR327W_mRNA	80	97	77	73	150	327	0.45871559633027525
YNL123W_mRNA	935	902	534	623	1157	2994	0.386439545758183
YNL211C_mRNA	90	79	40	52	92	261	0.3524904214559387
YCR022C_mRNA	84	107	90	64	154	345	0.4463768115942029
YKL137W_mRNA	134	80	53	69	122	336	0.3630952380952381
YPR057W_mRNA	363	252	175	236	411	1026	0.40058479532163743
YPR193C_mRNA	156	122	86	107	193	471	0.40976645435244163
YIL021W_mRNA	310	255	168	224	392	957	0.4096133751306165
YKL018W_mRNA	309	292	205	184	389	990	0.3929292929292929
YDR419W_mRNA	639	521	335	404	739	1899	0.38915218536071616
YFL039C_mRNA	302	332	257	237	494	1128	0.4379432624113475
YLR463C_mRNA	148	164	128	112	240	552	0.43478260869565216
YDL008W_mRNA	157	127	97	117	214	498	0.42971887550200805
YNL290W_mRNA	318	244	202	259	461	1023	0.4506353861192571
YCR002C_mRNA	312	298	164	195	359	969	0.37048503611971106
YGL218W_mRNA	183	210	126	132	258	651	0.39631336405529954
YDR260C_mRNA	167	117	102	127	229	513	0.44639376218323584
YKL096W_mRNA	174	215	170	161	331	720	0.4597222222222222
YGR126W_mRNA	244	180	135	134	269	693	0.38816738816738816
YER138W-A_mRNA	37	39	15	14	29	105	0.2761904761904762
YNL044W_mRNA	148	174	108	101	209	531	0.3935969868173258
YJR158W_mRNA	440	548	321	395	716	1704	0.42018779342723006
YIL058W_mRNA	67	93	55	70	125	285	0.43859649122807015
YKR077W_mRNA	363	284	279	166	445	1092	0.4075091575091575
YDL039C_mRNA	596	601	567	333	900	2097	0.4291845493562232
YBR071W_mRNA	216	144	153	123	276	636	0.4339622641509434
YNR010W_mRNA	166	115	93	76	169	450	0.37555555555555553
YMR063W_mRNA	194	215	157	154	311	720	0.43194444444444446
YAL041W_mRNA	857	710	537	461	998	2565	0.38908382066276803
YNL047C_mRNA	662	528	416	365	781	1971	0.39624556062912225
YGR259C_mRNA	116	129	94	102	196	441	0.4444444444444444
YBL086C_mRNA	511	313	289	288	577	1401	0.4118486795146324
YHR032C-A_mRNA	36	30	27	27	54	120	0.45
YAL019W_mRNA	1188	830	656	722	1378	3396	0.40577149587750294
YKL197C_mRNA	1031	868	533	700	1233	3132	0.3936781609195402
YLR253W_mRNA	539	474	321	376	697	1710	0.4076023391812866
YGR123C_mRNA	495	465	256	326	582	1542	0.377431906614786
YDR067C_mRNA	244	196	109	126	235	675	0.34814814814814815
YIL136W_mRNA	400	215	220	347	567	1182	0.4796954314720812
YOR267C_mRNA	796	590	490	404	894	2280	0.39210526315789473
YJL195C_mRNA	186	212	143	161	304	702	0.43304843304843305
YHL035C_mRNA	1562	1507	823	887	1710	4779	0.3578154425612053
YDL175C_mRNA	360	267	198	210	408	1035	0.39420289855072466
YML099W-A_mRNA	102	102	82	44	126	330	0.38181818181818183
YDR180W_mRNA	1553	1374	767	788	1555	4482	0.34694332887103974
YPR044C_mRNA	116	100	79	59	138	354	0.3898305084745763
YDR140W_mRNA	215	189	113	149	262	666	0.3933933933933934
YCR020C-A_mRNA	74	88	41	64	105	267	0.39325842696629215
YCR087W_mRNA	107	186	134	89	223	516	0.4321705426356589
YER065C_mRNA	512	425	351	386	737	1674	0.4402628434886499
YNL133C_mRNA	225	106	75	116	191	522	0.36590038314176243
YGR045C_mRNA	107	118	67	71	138	363	0.38016528925619836
YLR147C_mRNA	110	71	57	68	125	306	0.4084967320261438
YGL106W_mRNA	146	93	94	117	211	450	0.4688888888888889
YHR209W_mRNA	283	273	141	179	320	876	0.365296803652968
YHR078W_mRNA	520	523	321	295	616	1659	0.37130801687763715
YLR020C_mRNA	525	473	267	352	619	1617	0.38280766852195425
YPL065W_mRNA	277	193	148	111	259	729	0.355281207133059
YAL063C_mRNA	1172	1025	1116	656	1772	3969	0.4464600655076846
YJR152W_mRNA	480	514	291	347	638	1632	0.3909313725490196
YDL009C_mRNA	84	125	69	46	115	324	0.3549382716049383
YHL048W_mRNA	338	365	211	232	443	1146	0.3865619546247818
YBL027W_mRNA	187	130	111	142	253	570	0.443859649122807
YKL064W_mRNA	972	789	526	623	1149	2910	0.39484536082474225
YGR285C_mRNA	409	317	271	305	576	1302	0.4423963133640553
YPL250W-A_mRNA	64	91	68	65	133	288	0.4618055555555556
YPL103C_mRNA	444	385	271	307	578	1407	0.4108031272210377
YKL161C_mRNA	431	381	240	250	490	1302	0.3763440860215054
YGL255W_mRNA	282	376	220	253	473	1131	0.4182139699381079
YNL273W_mRNA	1252	1065	664	736	1400	3717	0.3766478342749529
YDR545W_mRNA	1572	1381	1100	1338	2438	5391	0.4522352068261918
YDR239C_mRNA	833	588	467	476	943	2364	0.39890016920473775
YBL032W_mRNA	344	272	271	259	530	1146	0.462478184991274
YJL077W-A_mRNA	26	22	16	23	39	87	0.4482758620689655
YOR162C_mRNA	828	686	449	470	919	2433	0.3777229757501028
YML047W-A_mRNA	103	148	64	51	115	366	0.31420765027322406
YHR120W_mRNA	987	826	462	605	1067	2880	0.3704861111111111
YOL118C_mRNA	108	83	65	53	118	309	0.3818770226537217
YGR245C_mRNA	792	599	373	540	913	2304	0.3962673611111111
YHR217C_mRNA	139	83	220	20	240	462	0.5194805194805194
YER035W_mRNA	144	80	112	102	214	438	0.4885844748858447
YLR387C_mRNA	452	342	219	286	505	1299	0.3887605850654349
YDL248W_mRNA	332	382	202	236	438	1152	0.3802083333333333
YMR090W_mRNA	207	200	107	170	277	684	0.40497076023391815
YDL088C_mRNA	566	420	332	269	601	1587	0.37870195337114054
YOR039W_mRNA	248	231	128	170	298	777	0.3835263835263835
YAR050W_mRNA	1357	1166	1304	787	2091	4614	0.45318595578673604
YNR061C_mRNA	187	221	117	135	252	660	0.38181818181818183
YJL007C_mRNA	98	99	60	58	118	315	0.3746031746031746
YNL063W_mRNA	292	253	191	209	400	945	0.42328042328042326
YDR284C_mRNA	236	287	173	174	347	870	0.3988505747126437
YOR216C_mRNA	603	302	237	313	550	1455	0.37800687285223367
YHR180W-A_mRNA	42	77	31	33	64	183	0.34972677595628415
YGL153W_mRNA	381	226	180	239	419	1026	0.4083820662768031
YDL017W_mRNA	505	432	254	333	587	1524	0.3851706036745407
YDR159W_mRNA	1441	1074	714	677	1391	3906	0.3561187916026626
YDR114C_mRNA	77	112	60	54	114	303	0.37623762376237624
YOR344C_mRNA	315	216	191	154	345	876	0.3938356164383562
YJR002W_mRNA	637	442	286	417	703	1782	0.3945005611672278
YDR341C_mRNA	586	532	319	387	706	1824	0.38706140350877194
YER003C_mRNA	395	370	264	261	525	1290	0.4069767441860465
YCL044C_mRNA	368	318	342	226	568	1254	0.4529505582137161
YJR064W_mRNA	532	479	296	382	678	1689	0.40142095914742454
YHR028C_mRNA	781	728	426	522	948	2457	0.38583638583638585
YJL211C_mRNA	107	123	128	86	214	444	0.481981981981982
YOR029W_mRNA	69	120	82	65	147	336	0.4375
YER068W_mRNA	609	444	393	318	711	1764	0.4030612244897959
YHL001W_mRNA	114	120	80	103	183	417	0.43884892086330934
YJR069C_mRNA	187	160	107	140	247	594	0.4158249158249158
YMR262W_mRNA	285	238	201	218	419	942	0.4447983014861996
YNL286W_mRNA	327	202	127	202	329	858	0.38344988344988346
YOL047C_mRNA	267	341	245	218	463	1071	0.4323062558356676
YBR066C_mRNA	248	163	126	126	252	663	0.38009049773755654
YLR332W_mRNA	321	341	280	189	469	1131	0.4146772767462423
YPL101W_mRNA	443	341	289	298	587	1371	0.42815463165572576
YGL044C_mRNA	297	226	158	210	368	891	0.41301907968574636
YGL030W_mRNA	87	98	64	69	133	318	0.41823899371069184
YMR230W_mRNA	116	82	63	57	120	318	0.37735849056603776
YAL025C_mRNA	347	185	145	244	389	921	0.4223669923995657
YOR381W-A_mRNA	69	42	31	26	57	168	0.3392857142857143
YGR174W-A_mRNA	31	30	12	14	26	87	0.2988505747126437
YDR292C_mRNA	650	522	321	373	694	1866	0.37191854233654875
YEL017C-A_mRNA	37	46	22	27	49	132	0.3712121212121212
YML109W_mRNA	1014	691	549	575	1124	2829	0.39731353835277483
YOR188W_mRNA	1216	852	731	615	1346	3414	0.3942589338019918
YHR076W_mRNA	334	275	189	234	423	1032	0.40988372093023256
YEL017W_mRNA	287	283	241	203	444	1014	0.4378698224852071
YNL127W_mRNA	973	826	491	572	1063	2862	0.3714185883997205
YLR205C_mRNA	293	234	216	211	427	954	0.44758909853249473
YER063W_mRNA	245	138	125	149	274	657	0.4170471841704718
YLR154C-H_mRNA	36	32	33	31	64	132	0.48484848484848486
YJR051W_mRNA	482	433	254	337	591	1506	0.39243027888446214
YAR031W_mRNA	283	266	165	183	348	897	0.3879598662207358
YHR180C-B_mRNA	38	25	25	17	42	105	0.4
YGR189C_mRNA	405	458	376	285	661	1524	0.43372703412073493
YPL063W_mRNA	503	365	261	302	563	1431	0.39343116701607267
YKL018C-A_mRNA	95	73	42	90	132	300	0.44
YJR014W_mRNA	220	126	102	149	251	597	0.4204355108877722
YPL272C_mRNA	526	472	283	273	556	1554	0.3577863577863578
YCR025C_mRNA	133	97	97	84	181	411	0.44038929440389296
YBL021C_mRNA	141	85	94	115	209	435	0.4804597701149425
YJR143C_mRNA	604	765	446	474	920	2289	0.40192223678462213
YKL106C-A_mRNA	40	27	30	23	53	120	0.44166666666666665
YLR467W_mRNA	1572	1381	1100	1338	2438	5391	0.4522352068261918
YDL061C_mRNA	49	45	41	36	77	171	0.4502923976608187
YER084W_mRNA	95	110	122	60	182	387	0.4702842377260982
YMR196W_mRNA	1042	903	589	733	1322	3267	0.4046525864707683
YCL057C-A_mRNA	71	72	76	75	151	294	0.5136054421768708
YJL136W-A_mRNA	24	28	16	16	32	84	0.38095238095238093
YDL147W_mRNA	500	358	210	270	480	1338	0.35874439461883406
YGR181W_mRNA	105	73	75	65	140	318	0.44025157232704404
YGL159W_mRNA	384	345	175	209	384	1113	0.3450134770889488
YLL031C_mRNA	907	1005	596	546	1142	3054	0.3739358218729535
YNL271C_mRNA	2051	1514	1092	1205	2297	5862	0.3918457864210167
YOR235W_mRNA	89	114	76	36	112	315	0.35555555555555557
YBR213W_mRNA	245	187	200	193	393	825	0.4763636363636364
YGR212W_mRNA	495	401	273	238	511	1407	0.36318407960199006
YDR124W_mRNA	347	260	170	198	368	975	0.37743589743589745
YHL045W_mRNA	93	123	59	73	132	348	0.3793103448275862
YBR238C_mRNA	724	631	478	363	841	2196	0.3829690346083789
YMR101C_mRNA	367	313	161	191	352	1032	0.34108527131782945
YLR060W_mRNA	556	492	372	368	740	1788	0.41387024608501116
YGL167C_mRNA	898	869	517	569	1086	2853	0.38065194532071506
YMR022W_mRNA	155	140	102	101	203	498	0.40763052208835343
YMR088C_mRNA	458	578	305	348	653	1689	0.38661930136175254
YLR264W_mRNA	51	61	42	50	92	204	0.45098039215686275
YJL122W_mRNA	190	117	109	112	221	528	0.4185606060606061
YJR113C_mRNA	214	143	192	195	387	744	0.5201612903225806
YPL100W_mRNA	513	419	252	307	559	1491	0.374916163648558
YML034C-A_mRNA	98	119	102	80	182	399	0.45614035087719296
YNR020C_mRNA	268	210	127	208	335	813	0.41205412054120544
YOR158W_mRNA	367	240	171	179	350	957	0.3657262277951933
YAL026C_mRNA	1290	1249	711	818	1529	4068	0.37586037364798425
YOR082C_mRNA	56	160	71	55	126	342	0.3684210526315789
YFL034C-B_mRNA	291	221	192	160	352	864	0.4074074074074074
YDR365C_mRNA	731	441	277	438	715	1887	0.3789083200847907
YLL022C_mRNA	357	262	235	304	539	1158	0.46545768566493956
YFL023W_mRNA	904	525	380	582	962	2391	0.40234211626934335
YCL035C_mRNA	110	84	64	75	139	333	0.4174174174174174
YBR095C_mRNA	471	334	216	272	488	1293	0.3774168600154679
YBR103W_mRNA	526	428	278	376	654	1608	0.40671641791044777
YIL031W_mRNA	1121	887	581	516	1097	3105	0.3533011272141707
YKL150W_mRNA	278	255	194	182	376	909	0.4136413641364136
YCL031C_mRNA	338	234	154	168	322	894	0.36017897091722595
YDL131W_mRNA	415	348	278	282	560	1323	0.42328042328042326
YMR193W_mRNA	306	190	123	158	281	777	0.36164736164736166
YOR340C_mRNA	348	255	166	212	378	981	0.3853211009174312
YKL023C-A_mRNA	85	56	49	38	87	228	0.3815789473684211
YBL097W_mRNA	850	559	346	510	856	2265	0.37792494481236205
YFR034W-A_mRNA	106	58	69	55	124	288	0.4305555555555556
YBR264C_mRNA	198	144	104	154	258	600	0.43
YIL055C_mRNA	603	494	438	349	787	1884	0.4177282377919321
YML076C_mRNA	967	786	569	513	1082	2835	0.381657848324515
YPL095C_mRNA	425	386	270	290	560	1371	0.4084609773887673
YJR010W_mRNA	455	457	306	318	624	1536	0.40625
YGR227W_mRNA	475	532	321	250	571	1578	0.36185044359949303
YDR222W_mRNA	406	383	210	249	459	1248	0.36778846153846156
YPL270W_mRNA	692	701	449	480	929	2322	0.4000861326442722
YMR119W-A_mRNA	108	137	49	81	130	375	0.3466666666666667
YFR007W_mRNA	353	298	202	209	411	1062	0.3870056497175141
YDR195W_mRNA	589	418	314	281	595	1602	0.3714107365792759
YEL007W_mRNA	695	542	464	300	764	2001	0.3818090954522739
YLR134W_mRNA	467	511	357	357	714	1692	0.4219858156028369
YBR227C_mRNA	547	425	235	356	591	1563	0.3781190019193858
YDR147W_mRNA	556	472	264	313	577	1605	0.35950155763239877
YBR286W_mRNA	481	443	362	328	690	1614	0.4275092936802974
YJR089W_mRNA	1099	730	475	561	1036	2865	0.36160558464223386
YMR233W_mRNA	263	162	116	140	256	681	0.37591776798825255
YJR030C_mRNA	727	663	419	429	848	2238	0.37890974084003576
YMR237W_mRNA	695	635	424	421	845	2175	0.38850574712643676
YJL179W_mRNA	139	78	50	63	113	330	0.3424242424242424
YPL006W_mRNA	1034	1141	622	716	1338	3513	0.3808710503842869
YJL167W_mRNA	335	281	210	233	443	1059	0.4183191690273843
YKL113C_mRNA	411	277	181	280	461	1149	0.4012184508268059
YER167W_mRNA	887	637	577	455	1032	2556	0.40375586854460094
YDR127W_mRNA	1433	1417	882	1035	1917	4767	0.40213971050975456
YDL037C_mRNA	280	313	273	121	394	987	0.39918946301925023
YIL144W_mRNA	861	519	322	374	696	2076	0.3352601156069364
YNL195C_mRNA	238	174	194	180	374	786	0.4758269720101781
YNL067W-B_mRNA	42	50	20	29	49	141	0.3475177304964539
YDR437W_mRNA	130	114	94	85	179	423	0.4231678486997636
YPR134W_mRNA	273	215	144	175	319	807	0.3952912019826518
YBR131C-A_mRNA	30	31	16	13	29	90	0.32222222222222224
YBL019W_mRNA	548	430	265	320	585	1563	0.3742802303262956
YML052W_mRNA	221	273	210	205	415	909	0.45654565456545654
YGR098C_mRNA	1669	1519	868	837	1705	4893	0.3484569793582669
YOR025W_mRNA	430	340	284	290	574	1344	0.4270833333333333
YLR454W_mRNA	2777	2369	1320	1421	2741	7887	0.34753391657157345
YBR194W_mRNA	149	76	70	77	147	372	0.3951612903225806
YOR328W_mRNA	1393	1373	923	1006	1929	4695	0.4108626198083067
YOL062C_mRNA	445	428	266	337	603	1476	0.40853658536585363
